"","State","asian_prop","black_prop","hispanic_prop","white_prop","ppbill","pcttip","flair","intro","selling","repeat.","customer_name","smile","thanks","Extraverted_enthusiastic","Critical_quarrelsome","Dependable_selfdisciplined","Anxious_easily_upset","Reserved_quiet","Sympathetic_warm","Disorganized_careless","Conventional_uncreative","birth_yr","sex","race"
"2083","mo",3,3,3,91,45,12,"Sometimes","Always","Always","Often","Always","Always","Sometimes","7","5","5","5","4","7","5","4",1979,"Female","White"
"2084","md",5,10,5,80,20,17,"Sometimes","Never","Often","Sometimes","Never","Always","Never","6","1","6","1","4","7","1","1",1984,"Female","White"
"2085","md",7,3,5,85,25,18,"Never","Never","Often","Often","Never","Never","Never","6","3","5","1","1","5","4","2",1982,"Male","White"
"2086","western australia, australia",5,1,1,93,50,20,"Never","Never","Sometimes","Often","Sometimes","Often","Never","5","5","6","3","1","2","1","1",1979,"Female","Asian"
"2087","pa",10,20,10,60,25,20,"Always","Always","Always","Sometimes","Often","Often","Always","5","2","6","1","2","2","1","2",1977,"Male","White"
"2088","fl",2,2,2,90,18,18,"Sometimes","Always","Always","Always","Sometimes","Often","Sometimes","6","2","7","2","2","6","2","2",1974,"Female","White"
"2089","mn",10,15,5,70,10,18,"Never","Often","Sometimes","Often","Sometimes","Always","Always","6","3","6","3","3","6","3","4",1986,"Female","White"
"2090","al",1,3,1,95,30,18,"Never","Sometimes","Often","Often","Often","Often","Always","6","2","7","1","1","5","1","2",1965,"Male","White"
"2093","ca",20,2,4,74,50,17,"Never","Never","Sometimes","Always","Never","Never","Sometimes","6","1","7","1","1","5","1","1",1971,"Male","Asian"
"2094","tx",3,10,2,85,40,18,"Never","Always","Sometimes","Sometimes","Never","Often","Often","6","5","7","3","2","6","2","1",1978,"Female","White"
"2095","nv",15,10,10,65,55,18,"Never","Sometimes","Often","Always","Sometimes","Often","Never","7","6","6","2","3","4","5","5",1972,"Male","White"
"2096","nv",4,8,8,80,55,18,"Never","Always","Often","Sometimes","Sometimes","Never","Never","5","2","6","2","5","5","1","4",1974,"Male","White"
"2097","mo",1,3,1,95,18,14,"Never","Always","Often","Sometimes","Never","Often","Always","4","4","6","2","4","4","2","1",1985,"Female","White"
"2098","tx",5,25,30,40,18,18,"Never","Always","Often","Often","Often","Sometimes","Always","5","3","6","1","2","5","2","2",1986,"Male","White"
"2099","ma",2,20,8,70,20,17,"Never","Always","Always","Always","Sometimes","Often","Never","7","1","6","1","1","5","2","2",1969,"Male","White"
"2100","il",1,2,1,95,40,20,"Never","Never","Never","Always","Always","Sometimes","Never","7","5","7","2","2","6","1","1",1966,"Female","White"
"2101","nc",5,45,5,45,12,18,"Sometimes","Always","Always","Often","Sometimes","Always","Always","3","1","7","1","5","6","2","1",1982,"Female","White"
"2102","pa",1,10,1,88,35,15,"Never","Always","Sometimes","Often","Sometimes","Sometimes","Always","5","2","5","1","1","3","4","3",1975,"Male","White"
"2103","id",2,4,4,90,12,15,"Often","Always","Often","Often","Often","Often","Often","7","2","7","2","1","6","2","2",1973,"Male","White"
"2104","va",5,5,5,85,13,18,"Sometimes","Never","Often","Always","Never","Sometimes","Often","4","4","4","4","3","4","2","4",1984,"Female","White"
"2105","al",5,40,5,50,22,17,"Never","Sometimes","Always","Always","Often","Often","Always","4","4","3","5","5","6","1","2",1966,"Male","White"
"2106","dc",2,30,10,58,50,18,"Never","Sometimes","Sometimes","Always","Never","Often","Never","5","1","6","1","4","6","1","1",1979,"Female","White"
"2107","mn",4,3,1,92,20,20,"Sometimes","Sometimes","Often","Often","Sometimes","Often","Often","5","1","7","1","3","6","3","2",1984,"Female","Asian"
"2110","uk",5,2,5,88,30,9,"Never","Sometimes","Often","Sometimes","Never","Always","Often","4","1","4","3","4","5","5","2",1983,"Female","White"
"2111","wy",10,10,10,70,8,15,"Never","Always","Always","Always","Often","Often","Always","7","5","7","2","2","5","1","5",1977,"Female","White"
"2112","fl",3,7,10,80,25,20,"Never","Always","Often","Often","Often","Sometimes","Never","5","2","6","2","3","6","1","2",1976,"Female","White"
"2114","ga",2,2,1,95,35,20,"Often","Always","Sometimes","Often","Sometimes","Sometimes","Sometimes","6","2","6","3","5","5","2","1",1987,"Female","White"
"2116","oh",0.05,35,10,60,7,20,"Sometimes","Always","Always","Sometimes","Sometimes","Sometimes","Sometimes","7","5","6","4","1","5","4","7",1985,"Female","White"
"2117","canada",15,0,0,85,80,15,"Never","Often","Always","Always","Often","Never","Never","5","6","5","2","4","3","5","2",1973,"Male","White"
"2118","ma",30,20,10,40,15,18,"Sometimes","Always","Sometimes","Sometimes","Often","Often","Always","5","1","5","6","1","6","5","2",1981,"Female","White"
"2120","ca",15,10,5,70,60,18,"Never","Never","Sometimes","Always","Sometimes","Sometimes","Never","6","4","7","5","5","7","1","3",1975,"Female","White"
"2121","dc",1,1,1,97,30,18,"Never","Never","Never","Often","Never","Sometimes","Often","3","2","6","4","3","5","4","3",1977,"Female","White"
"2122","ky",1,1,1,97,30,25,"Always","Always","Sometimes","Always","Often","Often","Always","6","3","6","3","5","6","3","1",1979,"Female","White"
"2123","wi",2,15,2,81,30,10,"Sometimes","Often","Sometimes","Often","Sometimes","Often","Sometimes","6","2","6","3","3","7","2","2",1978,"Female","White"
"2124","md",1,8,1,90,15,20,"Always","Never","Often","Always","Sometimes","Sometimes","Always","6","5","7","5","2","3","1","5",1955,"Female","White"
"2125","tx",5,5,10,80,20,18,"Never","Always","Always","Sometimes","Often","Sometimes","Never","4","3","5","1","5","5","4","3",1982,"Male","White"
"2128","wi",0,0,30,70,20,15,"Never","Always","Often","Sometimes","Never","Sometimes","Never","5","4","6","1","6","6","2","1",1983,"Female","White"
"2129","ca",2,2,5,91,20,17,"Never","Always","Sometimes","Always","Sometimes","Often","Never","7","4","5","2","2","5","5","1",1965,"Female","White"
"2131","ny",1,2,1,96,30,15,"Sometimes","Always","Always","Always","Sometimes","Always","Always","7","1","7","1","1","6","1","1",1960,"Female","White"
"2132","tx",5,5,20,70,55,25,"Never","Always","Sometimes","Always","Often","Never","Never","4","2","7","2","5","5","1","4",1971,"Male","White"
"2133","canada",5,1,2,92,40,25,"Never","Always","Sometimes","Sometimes","Sometimes","Sometimes","Never","3","5","7","6","4","5","1","5",1983,"Female","White"
"2134","d.c.",10,40,5,45,40,16,"Never","Sometimes","Often","Always","Sometimes","Sometimes","Always","3","1","7","1","2","2","3","4",1984,"Male","White"
"2135","ca",20,30,10,40,30,15,"Never","Sometimes","Always","Always","Never","Often","Never","3","5","7","1","6","5","2","1",1981,"Male","White"
"2136","nv",5,5,15,75,52,19,"Never","Always","Always","Often","Always","Always","Never","7","4","6","1","3","6","1","4",1967,"Male","White"
"2137","oh",1,5,2,93,10,20,"Sometimes","Always","Often","Always","Sometimes","Often","Sometimes","6","2","6","3","7","6","2","1",1985,"Male","White"
"2138","de",2,5,2,91,40,20,"Never","Always","Always","Often","Often","Sometimes","Never","7","5","7","1","1","6","2","2",1982,"Male","White"
"2139","wi",5,10,15,70,20,12,"Never","Always","Often","Always","Often","Always","Always","6","2","7","1","4","5","2","3",1970,"Female","White"
"2142","ny",5,5,10,80,15,18,"Never","Sometimes","Often","Always","Often","Sometimes","Sometimes","5","2","7","5","1","5","1","1",1977,"Female","White"
"2144","ny",0,2,2,96,50,15,"Never","Never","Sometimes","Sometimes","Sometimes","Sometimes","Always","6","2","5","4","4","5","2","1",1974,"Female","White"
"2146","canada",1,1,1,97,50,15,"Never","Always","Always","Sometimes","Sometimes","Often","Often","6","4","7","3","3","6","1","2",1973,"Male","White"
"2147","nc",1,2,1,96,100,18,"Never","Always","Always","Sometimes","Sometimes","Often","Never","3","1","5","1","2","2","2","2",1982,"Male","White"
"2148","co",0,20,20,60,20,10,"Never","Always","Often","Often","Sometimes","Sometimes","Often","6","4","5","3","2","4","1","4",1962,"Female","White"
"2149","ny",10,10,10,70,20,17,"Never","Never","Sometimes","Sometimes","Sometimes","Often","Always","6","5","7","6","4","5","3","4",1984,"Female","White"
"2150","ne",15,3,2,80,14,3,"Never","Never","Never","Sometimes","Sometimes","Never","Never","3","6","6","5","6","2","3","1",1976,"Male","White"
"2151","il",5,60,10,25,40,10,"Often","Always","Always","Often","Often","Often","Always","7","2","7","3","1","6","1","2",1980,"Female","White"
"2152","ca",20,2,30,48,50,18,"Never","Sometimes","Sometimes","Often","Often","Never","Never","3","6","7","6","5","6","1","1",1977,"Male","White"
"2153","ca",12,3,15,70,25,16,"Sometimes","Never","Often","Sometimes","Sometimes","Sometimes","Often","4","5","5","6","6","6","5","2",1971,"Female","White"
"2154","nj",10,20,20,60,10,15,"Never","Sometimes","Often","Often","Often","Often","Often","6","2","6","3","4","5","5","2",1979,"Female","White"
"2155","va",5,10,2,83,15,18,"Sometimes","Sometimes","Always","Always","Sometimes","Always","Always","7","2","6","1","2","6","2","1",1965,"Female","White"
"2156","canada",10,5,1,84,23,12,"Never","Always","Often","Sometimes","Never","Always","Never","6","2","5","2","3","5","5","3",1978,"Male","White"
"2157","ca",8,1,1,90,30,18,"Sometimes","Sometimes","Sometimes","Often","Never","Often","Never","5","2","7","3","4","5","1","1",1968,"Female","White"
"2158","me",5,10,5,80,25,25,"Sometimes","Always","Always","Always","Often","Always","Always","7","1","7","1","1","7","1","1",1959,"Female","White"
"2159","tx",5,10,10,75,37,19,"Never","Sometimes","Always","Sometimes","Sometimes","Sometimes","Never","7","5","7","3","1","7","1","7",1981,"Female","White"
"2162","ny",5,5,5,85,40,18,"Never","Always","Always","Often","Sometimes","Always","Sometimes","7","2","7","5","4","7","1","2",1985,"Female","White"
"2163","wi",1,1,1,97,9,10,"Sometimes","Always","Always","Sometimes","Sometimes","Often","Always","7","1","7","1","1","6","2","1",1983,"Female","White"
"2164","nc",5,30,5,60,20,15,"Never","Always","Often","Often","Never","Always","Often","6","6","5","7","6","7","5","1",1967,"Male","White"
"2167","ma",20,5,5,70,30,18,"Never","Never","Often","Sometimes","Never","Never","Often","7","6","7","2","5","5","2","4",1984,"Female","White"
"2168","ok",1,5,0.5,94,30,13,"Never","Often","Often","Often","Sometimes","Sometimes","Sometimes","6","2","7","5","2","7","4","1",1980,"Female","White"
"2170","mn",5,10,5,80,15,17,"Always","Always","Always","Sometimes","Sometimes","Often","Always","7","5","7","3","1","6","3","1",1975,"Female","White"
"2172","ny",5,10,5,80,35,18,"Sometimes","Always","Always","Never","Never","Sometimes","Sometimes","6","5","6","6","3","7","4","1",1983,"Female","White"
"2174","ga",2,90,3,5,20,12,"Never","Always","Always","Often","Always","Often","Never","6","1","3","2","3","7","5","1",1976,"Male","White"
"2175","nv",5,5,20,60,35,18,"Never","Always","Always","Often","Sometimes","Always","Never","6","3","6","3","1","5","2","4",1973,"Female","White"
"2180","va",1,5,1,93,20,18,"Always","Always","Sometimes","Often","Sometimes","Often","Never","7","1","3","1","2","5","6","1",1979,"Male","White"
"2181","canada",5,5,5,85,30,10,"Sometimes","Never","Often","Sometimes","Often","Always","Never","5","3","6","3","4","5","1","4",1985,"Female","Asian"
"2182","md",15,15,10,60,20,16,"Always","Always","Often","Sometimes","Never","Sometimes","Never","5","1","6","1","3","4","2","4",1976,"Male","White"
"2184","fl",2,15,5,88,29,20,"Sometimes","Never","Often","Sometimes","Sometimes","Always","Sometimes","7","2","7","1","2","6","2","1",1972,"Female","White"
"2185","ma",15,5,5,75,70,18,"Sometimes","Always","Always","Often","Often","Sometimes","Never","7","1","3","2","1","5","3","1",1984,"Male","White"
"2186","il",15,30,20,35,30,15,"Never","Always","Often","Often","Sometimes","Often","Always","7","5","5","2","1","6","5","3",1977,"Female","White"
"2187","ny",2,2,2,94,15,18,"Never","Never","Never","Often","Sometimes","Often","Never","3","5","7","4","6","6","2","5",1982,"Male","White"
"2189","co",0,2,3,95,18,19,"Never","Always","Always","Always","Sometimes","Always","Always","6","1","7","1","3","6","1","1",1979,"Female","White"
"2190","or",1,2,7,90,28,20,"Always","Never","Always","Always","Often","Never","Sometimes","5","1","7","1","5","7","1","1",1954,"Female","White"
"2191","wa",5,10,5,80,40,18,"Sometimes","Sometimes","Sometimes","Sometimes","Often","Always","Always","3","1","6","4","3","7","1","1",1969,"Female","White"
"2192","fl",5,10,20,65,35,20,"Never","Always","Often","Sometimes","Sometimes","Never","Never","4","5","4","7","4","5","3","1",1967,"Male","White"
"2193","md",15,20,10,55,27,15,"Never","Always","Always","Often","Never","Often","Sometimes","6","3","5","3","2","5","2","2",1985,"Male","White"
"2196","fl",5,10,5,80,10,20,"Never","Always","Often","Always","Often","Always","Never","5","3","6","2","2","4","2","2",1964,"Female","White"
"2197","ma",5,10,10,75,30,20,"Sometimes","Sometimes","Always","Often","Often","Always","Often","7","1","7","1","2","7","1","2",1976,"Female","White"
"2198","canada",20,2,1,77,40,10,"Never","Always","Always","Always","Sometimes","Always","Never","5","3","6","3","5","5","2","3",1983,"Female","White"
"2200","wi",1,1,1,97,20,12,"Never","Always","Always","Sometimes","Never","Never","Often","6","3","5","2","2","6","5","2",1987,"Female","White"
"2201","mo",2,10,2,86,12,18,"Never","Sometimes","Often","Often","Sometimes","Always","Always","6","2","7","2","1","6","1","1",1974,"Female","White"
"2204","nc",3,15,3,79,30,18,"Never","Never","Always","Always","Always","Always","Never","6","2","7","1","2","6","1","1",1982,"Female","White"
"2205","ca",10,5,10,75,15,2.5,"Always","Always","Always","Often","Sometimes","Always","Sometimes","6","7","6","6","3","2","1","1",1985,"Male","White"
"2206","mi",1,30,2,62,14,20,"Sometimes","Always","Sometimes","Always","Often","Always","Often","6","1","7","1","2","7","1","1",1985,"Female","White"
"2207","co",1,1,1,97,15,18,"Never","Sometimes","Often","Always","Sometimes","Often","Never","5","2","6","2","1","7","2","3",1985,"Female","White"
"2208","oh",1,1,1,97,25,17,"Never","Always","Often","Often","Never","Always","Often","6","1","6","1","1","7","1","1",1969,"Female","White"
"2209","va",2,28,8,62,24,18,"Always","Always","Always","Sometimes","Often","Sometimes","Never","5","6","7","4","6","5","2","4",1975,"Female","White"
"2210","tx",1,3,2,94,15,15,"Always","Sometimes","Always","Sometimes","Sometimes","Never","Sometimes","6","1","6","1","1","3","5","3",1959,"Female","White"
"2211","fl",2,10,8,80,12,13,"Never","Sometimes","Sometimes","Sometimes","Sometimes","Often","Always","5","5","4","2","3","5","2","2",1967,"Male","White"
"2212","oh",5,30,5,60,24,17,"Often","Always","Always","Always","Often","Always","Always","7","3","7","1","1","7","1","2",1981,"Female","White"
"2213","ma",10,7,7,76,40,20,"Sometimes","Never","Often","Always","Often","Often","Never","5","4","7","1","2","6","1","2",1972,"Female","White"
"2214","co",1,1,3,95,7,20,"Never","Never","Sometimes","Often","Often","Often","Sometimes","7","5","6","3","6","7","3","4",1970,"Male","Asian"
"2215","pa",1,1,2,96,100,15,"Never","Sometimes","Never","Sometimes","Never","Always","Often","5","1","6","1","2","6","1","1",1985,"Female","White"
"2216","or",5,2,3,90,60,18,"Never","Never","Never","Always","Always","Never","Never","6","6","7","1","1","7","1","1",1945,"Male","White"
"2217","ny",10,30,10,50,80,18,"Never","Always","Sometimes","Sometimes","Often","Often","Never","7","2","6","2","1","7","3","5",1979,"Female","White"
"2218","fl",2,10,10,78,15,18,"Sometimes","Often","Often","Always","Sometimes","Often","Often","5","3","7","2","5","6","1","3",1979,"Male","White"
"2219","tx",1,1,1,97,10,15,"Never","Sometimes","Sometimes","Sometimes","Never","Always","Never","4","2","6","2","6","5","5","4",1985,"Female","Asian"
"2221","ca",2,3,15,80,20,17,"Sometimes","Often","Sometimes","Often","Sometimes","Always","Never","6","6","6","3","4","4","6","1",1985,"Female","White"
"2222","ks",5,15,10,70,22,20,"Often","Always","Always","Often","Sometimes","Always","Never","6","7","6","6","2","5","1","2",1981,"Male","White"
"2223","nc",0,5,0,95,40,20,"Never","Always","Sometimes","Never","Sometimes","Often","Often","6","2","6","7","4","6","5","2",1985,"Female","White"
"2224","wi",5,5,10,80,12,18,"Never","Never","Sometimes","Sometimes","Often","Often","Never","6","2","7","4","4","6","1","5",1978,"Female","White"
"2225","tx",0,2,50,48,40,15,"Sometimes","Always","Always","Often","Never","Sometimes","Never","4","4","5","4","5","5","4","4",1984,"Male","White"
"2226","ca",5,5,25,70,20,23,"Sometimes","Always","Sometimes","Always","Often","Always","Sometimes","4","2","3","2","4","7","5","4",1971,"Female","White"
"2227","ny",35,10,2,53,24,18,"Never","Always","Sometimes","Sometimes","Never","Always","Always","5","1","7","2","7","7","1","3",1987,"Female","White"
"2228","ks",10,30,10,50,15,10,"Always","Always","Often","Always","Often","Often","Always","7","2","6","2","2","6","5","3",1986,"Female","White"
